itemName,itemKind,category,equipLevel,craftType,detailUrl,baseValueRows,baseValueFlat,baseValueRawLines
"クイックジャケット","防具","体上","90","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kuikkujaketto.html","[]","[]","[""クイックジャケットの特性"",""特性：集中力変化（虹）"",""クイックジャケットの縫いパワー""]"
"風虎の道着","防具","体上","85","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_fuukonodogi.html","[]","[]","[""100 90 90"",""60 100 60"",""90 90 100"",""風虎の道着の特性"",""特性：布復活（再生布）"",""風虎の道着の縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"神託のローブ上","防具","体上","85","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_shintakunoro-buue.html","[]","[]","[""105 75 105"",""75 140 75"",""105 75 105"",""神託のローブ上の特性"",""特性：集中力変化（虹）"",""神託のローブ上の縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"究明者のコート上","防具","体上","85","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kyuumeishanoko-toe.html","[]","[]","[""150 60 115"",""75 60 75"",""115 60 150"",""究明者のコート上の特性"",""特性：威力会心率上昇（光地金）"",""究明者のコート上の縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"天宮騎士のよろい上","防具","体上","85","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_tenkyuukishinoyoroiue.html","[[""141-149"",""141-149""],[""166-177"",""166-177""],[""122-128"",""122-128""]]","[""141-149"",""141-149"",""166-177"",""166-177"",""122-128"",""122-128""]","[""141-149 141-149"",""166-177 166-177"",""122-128 122-128"",""天宮騎士のよろい上の特性"",""特性：威力会心率上昇（光地金）"",""天宮騎士のよろい上の縫いパワー""]"
"クロッシュウェア上","防具","体上","85","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kurosshuweaue.html","[[""112-118"",""112-118""],[""128-139"",""128-139""],[""150-158"",""150-158""]]","[""112-118"",""112-118"",""128-139"",""128-139"",""150-158"",""150-158""]","[""112-118 112-118"",""128-139 128-139"",""150-158 150-158"",""クロッシュウェア上の特性"",""特性：メーター減少（戻り）"",""クロッシュウェア上の縫いパワー""]"
"聖賢者のローブ上","防具","体上","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_seikenjanoro-buue.html","[]","[]","[""131 75 131"",""60 60 60"",""100 75 100"",""聖賢者のローブ上の特性"",""特性：集中力変化（虹）"",""聖賢者のローブ上の縫いパワー"",""縫いパワー：ふつう→？→弱い→？→強い→ふつう→最強""]"
"黄竜の道着","防具","体上","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_koryuunodogi.html","[]","[]","[""90 60 105"",""75 60 75"",""105 60 90"",""黄竜の道着の特性"",""特性：布復活（再生布）"",""黄竜の道着の縫いパワー"",""縫いパワー：ふつう→？→弱い→？→強い→ふつう→最強""]"
"古代王族のベスト","防具","体上","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kodaiozokunobesuto.html","[]","[]","[""126 45 126"",""90 60 90"",""105 45 105"",""古代王族のベストの特性"",""特性：集中力変化（虹）"",""古代王族のベストの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→強い→ふつう→最強""]"
"獄獣のケープ","防具","体上","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_gokujuunoke-pu.html","[]","[]","[""100 75 100"",""60 90 60"",""100 75 100"",""獄獣のケープの特性"",""特性：布復活（再生布）"",""獄獣のケープの縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"精霊王のクローク上","防具","体上","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_seireionokuro-kuue.html","[]","[]","[""120 60 120"",""75 90 75"",""120 60 120"",""精霊王のクローク上の特性"",""特性：集中力変化（虹）"",""精霊王のクローク上の縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"舞い手の服","防具","体上","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_maitenofuku.html","[]","[]","[""105 60 150"",""75 60 75"",""150 60 105"",""舞い手の服の特性"",""特性：集中力変化（虹）"",""舞い手の服の縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"凱歌のよろい上","防具","体上","80","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_gaikanoyoroiue.html","[[""160-168""],[""136-142""],[""100-111""]]","[""160-168"",""136-142"",""100-111""]","[""160-168"",""136-142"",""100-111"",""凱歌のよろい上の特性"",""特性：たたき変化（倍半）"",""凱歌のよろい上の縫いパワー""]"
"ヴァイパーコート","防具","体上","80","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_baipa-ko-to.html","[[""100-111"",""126-132""],[""126-132"",""152-160""],[""152-160"",""100-111""]]","[""100-111"",""126-132"",""126-132"",""152-160"",""152-160"",""100-111""]","[""100-111 126-132"",""126-132 152-160"",""152-160 100-111"",""ヴァイパーコートの特性"",""特性：集中力変化（虹）"",""ヴァイパーコートの縫いパワー""]"
"騎神のよろい","防具","体上","80","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kishinnoyoroi.html","[[""107-118"",""151-159""],[""151-159"",""122-128""],[""122-128"",""107-118""]]","[""107-118"",""151-159"",""151-159"",""122-128"",""122-128"",""107-118""]","[""107-118 151-159"",""151-159 122-128"",""122-128 107-118"",""騎神のよろいの特性"",""特性：メーター減少（戻り）"",""騎神のよろいの縫いパワー""]"
"魔技師ベスト","防具","体上","80","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_magishibesuto.html","[[""104-115"",""128-134""],[""128-134"",""128-134""],[""128-134"",""104-115""]]","[""104-115"",""128-134"",""128-134"",""128-134"",""128-134"",""104-115""]","[""104-115 128-134"",""128-134 128-134"",""128-134 104-115"",""魔技師ベストの特性"",""特性：集中力変化（虹）"",""魔技師ベストの縫いパワー""]"
"クリムゾンメイル上","防具","体上","75","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kurimuzommeiruue.html","[[""90-98"",""90-98""],[""125-136"",""125-136""],[""170-176"",""170-176""]]","[""90-98"",""90-98"",""125-136"",""125-136"",""170-176"",""170-176""]","[""90-98 90-98"",""125-136 125-136"",""170-176 170-176"",""クリムゾンメイル上の特性"",""特性：たたき変化（倍半）"",""クリムゾンメイル上の縫いパワー""]"
"王軍師のよろい","防具","体上","75","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_ogunshinoyoroi.html","[[""80-89"",""120-126""],[""120-126"",""150-160""],[""150-160"",""80-89""]]","[""80-89"",""120-126"",""120-126"",""150-160"",""150-160"",""80-89""]","[""80-89 120-126"",""120-126 150-160"",""150-160 80-89"",""王軍師のよろいの特性"",""特性：メーター減少（戻り）"",""王軍師のよろいの縫いパワー""]"
"メカニックスーツ上","防具","体上","75","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_mekanikkusu-tsuue.html","[[""105-115"",""130-140""],[""160-166"",""160-166""],[""90-99"",""90-99""]]","[""105-115"",""130-140"",""160-166"",""160-166"",""90-99"",""90-99""]","[""105-115 130-140"",""160-166 160-166"",""90-99 90-99"",""メカニックスーツ上の特性"",""特性：集中力変化（虹）"",""メカニックスーツ上の縫いパワー""]"
"レイブンスーツ","防具","体上","75","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_reibunsu-tsu.html","[]","[]","[""100 60 100"",""60 60 60"",""100 60 100"",""レイブンスーツの特性"",""特性：布復活（再生布）"",""レイブンスーツの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→強い→最強""]"
"退魔の装束上","防具","体上","75","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_taimanoshozokuue.html","[]","[]","[""115 45 105"",""90 60 90"",""105 45 115"",""退魔の装束上の特性"",""特性：集中力変化（虹）"",""退魔の装束上の縫いパワー"",""縫いパワー：ふつう→？→弱い→？→強い→最強""]"
"グレートマント","防具","体上","70","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_gure-tomanto.html","[[""120-130"",""80-89""],[""150-156"",""150-156""],[""120-130"",""80-89""]]","[""120-130"",""80-89"",""150-156"",""150-156"",""120-130"",""80-89""]","[""120-130 80-89"",""150-156 150-156"",""120-130 80-89"",""グレートマントの特性"",""特性：メーター減少（戻り）"",""グレートマントの縫いパワー""]"
"さすらいのコート上","防具","体上","70","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_sasurainoko-toe.html","[[""135-145"",""135-145""],[""90-99"",""90-99""],[""160-166"",""160-166""]]","[""135-145"",""135-145"",""90-99"",""90-99"",""160-166"",""160-166""]","[""135-145 135-145"",""90-99 90-99"",""160-166 160-166"",""さすらいのコート上の特性"",""特性：たたき変化（倍半）"",""さすらいのコート上の縫いパワー""]"
"さとりのころも","防具","体上","70","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_satorinokoromo.html","[]","[]","[""100 60 100"",""75 60 75"",""120 60 120"",""さとりのころもの特性"",""特性：集中力変化（虹）"",""さとりのころもの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"神兵のよろい上","防具","体上","70","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_shimpeinoyoroiue.html","[[""85-94"",""85-94""],[""140-146"",""175-181""],[""125-135"",""125-135""]]","[""85-94"",""85-94"",""140-146"",""175-181"",""125-135"",""125-135""]","[""85-94 85-94"",""140-146 175-181"",""125-135 125-135"",""神兵のよろい上の特性"",""特性：集中力変化（虹）"",""神兵のよろい上の縫いパワー""]"
"ステージジャンパー","防具","体上","70","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_sute-jijampa-.html","[]","[]","[""80 45 75"",""120 60 120"",""75 45 80"",""ステージジャンパーの特性"",""特性：布復活（再生布）"",""ステージジャンパーの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"ステージチュチュ上","防具","体上","70","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_sute-jichuchuue.html","[]","[]","[""90 45 90"",""95 60 95"",""90 45 90"",""ステージチュチュ上の特性"",""特性：布復活（再生布）"",""ステージチュチュ上の縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"タイフーンレザー上","防具","体上","70","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_taifu-nreza-ue.html","[]","[]","[""120 75 100"",""60 60 60"",""100 75 120"",""タイフーンレザー上の特性"",""特性：集中力変化（虹）"",""タイフーンレザー上の縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"ひつじのころも上","防具","体上","70","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_hitsujinokoromoe.html","[]","[]","[""90 45 90"",""70 60 70"",""115 45 115"",""ひつじのころも上の特性"",""特性：布復活（再生布）"",""ひつじのころも上の縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"求道者の道着上","防具","体上","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kyuudoshanodogiue.html","[]","[]","[""90 45 105"",""70 60 70"",""105 45 90"",""求道者の道着上の特性"",""特性：布復活（再生布）"",""求道者の道着上の縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"だいまどうローブ上","防具","体上","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_daimadoro-buue.html","[]","[]","[""75 45 134"",""90 60 90"",""134 45 75"",""だいまどうローブ上の特性"",""特性：集中力変化（虹）"",""だいまどうローブ上の縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"聖騎士のよろい上","防具","体上","65","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_seikishinoyoroiue.html","[[""80-89"",""80-89""],[""140-146"",""140-146""],[""120-130"",""120-130""]]","[""80-89"",""80-89"",""140-146"",""140-146"",""120-130"",""120-130""]","[""80-89 80-89"",""140-146 140-146"",""120-130 120-130"",""聖騎士のよろい上の特性"",""特性：メーター減少（戻り）"",""聖騎士のよろい上の縫いパワー""]"
"マスカレイドスーツ","防具","体上","65","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_masukareidosu-tsu.html","[[""118-128"",""161-167""],[""161-167"",""78-87""],[""118-128"",""78-87""]]","[""118-128"",""161-167"",""161-167"",""78-87"",""118-128"",""78-87""]","[""118-128 161-167"",""161-167 78-87"",""118-128 78-87"",""マスカレイドスーツの特性"",""特性：集中力変化（虹）"",""マスカレイドスーツの縫いパワー""]"
"飛竜のベスト","防具","体上","65","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_hiryuunobesuto.html","[[""120-130"",""90-99""],[""120-130"",""179-185""],[""149-155"",""90-99""]]","[""120-130"",""90-99"",""120-130"",""179-185"",""149-155"",""90-99""]","[""120-130 90-99"",""120-130 179-185"",""149-155 90-99"",""飛竜のベストの特性"",""特性：たたき変化（倍半）"",""飛竜のベストの縫いパワー""]"
"チェイサーレザー上","防具","体上","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_isa-reza-ue.html","[]","[]","[""90 60 90"",""70 60 70"",""90 60 90"",""チェイサーレザー上の特性"",""特性：布復活（再生布）"",""チェイサーレザー上の縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"歌詠みのころも上","防具","体上","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_utayominokoromoe.html","[]","[]","[""90 45 90"",""70 60 70"",""105 45 105"",""歌詠みのころも上の特性"",""特性：布復活（再生布）"",""歌詠みのころも上の縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"大賢者のほうい","防具","体上","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_daikenjanohoi.html","[]","[]","[""70 60 70"",""80 60 80"",""100 60 100"",""大賢者のほういの特性"",""特性：布復活（再生布）"",""大賢者のほういの縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"アイドルスーツ上","防具","体上","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_aidorusu-tsuue.html","[]","[]","[""90 69 115"",""70 60 70"",""115 69 90"",""アイドルスーツ上の特性"",""特性：集中力変化（虹）"",""アイドルスーツ上の縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"原始獣のコート上","防具","体上","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_genshijuunoko-toe.html","[]","[]","[""95 40 95"",""60 60 60"",""75 40 75"",""原始獣のコート上の特性"",""特性：布復活（再生布）"",""原始獣のコート上の縫いパワー"",""縫いパワー：ふつう→？→弱い→最強→強い""]"
"拳聖の道着上","防具","体上","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kenseinodogiue.html","[]","[]","[""80 40 80"",""65 50 65"",""90 40 90"",""拳聖の道着上の特性"",""特性：布復活（再生布）"",""拳聖の道着上の縫いパワー"",""縫いパワー：ふつう→？→弱い→最強→強い""]"
"モダンバニースーツ","防具","体上","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_modambani-su-tsu.html","[]","[]","[""90 45 90"",""60 60 60"",""105 45 105"",""モダンバニースーツの特性"",""特性：集中力変化（虹）"",""モダンバニースーツの縫いパワー"",""縫いパワー：ふつう→？→弱い→最強→強い""]"
"ゴシックコート上","防具","体上","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_goshikkuko-toe.html","[[""145-151"",""145-151""],[""100-111"",""100-111""],[""70-78"",""70-78""]]","[""145-151"",""145-151"",""100-111"",""100-111"",""70-78"",""70-78""]","[""145-151 145-151"",""100-111 100-111"",""70-78 70-78"",""ゴシックコート上の特性"",""特性：集中力変化（虹）"",""ゴシックコート上の縫いパワー""]"
"ゴシックビスチェ","防具","体上","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_goshikkubisu.html","[[""129-137"",""129-137""],[""106-112"",""106-112""],[""80-91"",""80-91""]]","[""129-137"",""129-137"",""106-112"",""106-112"",""80-91"",""80-91""]","[""129-137 129-137"",""106-112 106-112"",""80-91 80-91"",""ゴシックビスチェの特性"",""特性：集中力変化（虹）"",""ゴシックビスチェの縫いパワー""]"
"月のローブ上","防具","体上","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_tsukinoro-buue.html","[]","[]","[""90 45 90"",""70 50 70"",""100 45 100"",""月のローブ上の特性"",""特性：布復活（再生布）"",""月のローブ上の縫いパワー"",""縫いパワー：ふつう→？→弱い→最強→強い""]"
"師団長のよろい上","防具","体上","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_shidanchonoyoroiue.html","[[""130-139"",""130-139""],[""100-110"",""100-110""],[""70-76"",""70-76""]]","[""130-139"",""130-139"",""100-110"",""100-110"",""70-76"",""70-76""]","[""130-139 130-139"",""100-110 100-110"",""70-76 70-76"",""師団長のよろい上の特性"",""特性：メーター減少（戻り）"",""師団長のよろい上の縫いパワー""]"
"ワイルドジャケット","防具","体上","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_wairudojaketto.html","[[""112-122"",""160-166""],[""160-166"",""112-122""],[""80-89"",""80-89""]]","[""112-122"",""160-166"",""160-166"",""112-122"",""80-89"",""80-89""]","[""112-122 160-166"",""160-166 112-122"",""80-89 80-89"",""ワイルドジャケットの特性"",""特性：たたき変化（倍半）"",""ワイルドジャケットの縫いパワー""]"
"スパイクアーマー上","防具","体上","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_supaikua-ma-ue.html","[[""102-112"",""102-112""],[""140-146"",""140-146""],[""78-87"",""78-87""]]","[""102-112"",""102-112"",""140-146"",""140-146"",""78-87"",""78-87""]","[""102-112 102-112"",""140-146 140-146"",""78-87 78-87"",""スパイクアーマー上の特性"",""特性：メーター減少（戻り）"",""スパイクアーマー上の縫いパワー""]"
"僧兵のころも上","防具","体上","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_soheinokoromoe.html","[[""102-112"",""78-87""],[""78-87"",""160-166""],[""120-126"",""102-112""]]","[""102-112"",""78-87"",""78-87"",""160-166"",""120-126"",""102-112""]","[""102-112 78-87"",""78-87 160-166"",""120-126 102-112"",""僧兵のころも上の特性"",""特性：メーター減少（戻り）"",""僧兵のころも上の縫いパワー""]"
"ノーブルコート上","防具","体上","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_no-buruko-toe.html","[[""118-128"",""78-87""],[""140-146"",""140-146""],[""118-128"",""78-87""]]","[""118-128"",""78-87"",""140-146"",""140-146"",""118-128"",""78-87""]","[""118-128 78-87"",""140-146 140-146"",""118-128 78-87"",""ノーブルコート上の特性"",""特性：集中力変化（虹）"",""ノーブルコート上の縫いパワー""]"
"古武道着上","防具","体上","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kobudogiue.html","[]","[]","[""80 45 80"",""60 60 60"",""105 45 105"",""古武道着上の特性"",""特性：布復活（再生布）"",""古武道着上の縫いパワー"",""縫いパワー：ふつう→？→強い→弱い→最強""]"
"王宮魔術師ローブ上","防具","体上","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_okyuumajutsushiro-buue.html","[]","[]","[""90 45 90"",""72 60 72"",""115 45 115"",""王宮魔術師ローブ上の特性"",""特性：集中力変化（虹）"",""王宮魔術師ローブ上の縫いパワー"",""縫いパワー：ふつう→？→強い→弱い→最強""]"
"古代魔術のほうい上","防具","体上","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kodaimajutsunohoiue.html","[]","[]","[""80 65 90"",""55 60 55"",""90 65 80"",""古代魔術のほうい上の特性"",""特性：布復活（再生布）"",""古代魔術のほうい上の縫いパワー"",""縫いパワー：ふつう→？→強い→弱い→最強""]"
"ミラクルコート上","防具","体上","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_mirakuruko-toe.html","[]","[]","[""85 45 85"",""70 64 70"",""120 45 120"",""ミラクルコート上の特性"",""特性：集中力変化（虹）"",""ミラクルコート上の縫いパワー"",""縫いパワー：ふつう→？→強い→弱い→最強""]"
"クラウンベスト","防具","体上","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kuraumbesuto.html","[]","[]","[""80 60 80"",""60 60 60"",""90 60 90"",""クラウンベストの特性"",""特性：布復活（再生布）"",""クラウンベストの縫いパワー"",""縫いパワー：ふつう→？→強い→弱い→最強""]"
"やいばのよろい上","防具","体上","50","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_yaibanoyoroiue.html","[[""81-86"",""81-86""],[""111-120"",""111-120""],[""57-63"",""57-63""]]","[""81-86"",""81-86"",""111-120"",""111-120"",""57-63"",""57-63""]","[""81-86 81-86"",""111-120 111-120"",""57-63 57-63"",""やいばのよろい上の特性"",""特性：たたき変化（倍半）"",""やいばのよろい上の縫いパワー""]"
"しんりのローブ上","防具","体上","50","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_shinrinoro-buue.html","[]","[]","[""65 35 65"",""50 40 50"",""80 35 80"",""しんりのローブ上の特性"",""特性：集中力変化（虹）"",""しんりのローブ上の縫いパワー"",""縫いパワー：ふつう→強い→最強→ふつう→弱い""]"
"マスターベスト","防具","体上","50","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_masuta-besuto.html","[]","[]","[""70 35 70"",""55 40 55"",""70 35 70"",""マスターベストの特性"",""特性：集中力変化（虹）"",""マスターベストの縫いパワー"",""縫いパワー：ふつう→強い→最強→ふつう→弱い""]"
"無法者のベスト","防具","体上","50","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_muhomononobesuto.html","[]","[]","[""80 35 70"",""45 50 45"",""60 35 80"",""無法者のベストの特性"",""特性：布復活（再生布）"",""無法者のベストの縫いパワー"",""縫いパワー：ふつう→強い→最強→ふつう→弱い""]"
"占星術師のローブ上","防具","体上","50","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_senseijutsushinoro-buue.html","[]","[]","[""65 40 65"",""55 50 55"",""90 40 90"",""占星術師のローブ上の特性"",""特性：集中力変化（虹）"",""占星術師のローブ上の縫いパワー"",""縫いパワー：ふつう→？→弱い→最強""]"
"聖者のほうい","防具","体上","50","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_seijanohoi.html","[]","[]","[""75 40 75"",""60 50 60"",""75 40 75"",""聖者のほういの特性"",""特性：布復活（再生布）"",""聖者のほういの縫いパワー"",""縫いパワー：ふつう→？→弱い→最強""]"
"古強者のよろい上","防具","体上","50","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_furutsuwamononoyoroiue.html","[[""71-80"",""71-80""],[""120-125"",""120-125""],[""92-103"",""92-103""]]","[""71-80"",""71-80"",""120-125"",""120-125"",""92-103"",""92-103""]","[""71-80 71-80"",""120-125 120-125"",""92-103 92-103"",""古強者のよろい上の特性"",""特性：メーター減少（戻り）"",""古強者のよろい上の縫いパワー""]"
"ヘヴィーアーマー上","防具","体上","50","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_hebi-a-ma-ue.html","[[""120-131"",""120-131""],[""90-98"",""90-98""],[""70-76"",""70-76""]]","[""120-131"",""120-131"",""90-98"",""90-98"",""70-76"",""70-76""]","[""120-131 120-131"",""90-98 90-98"",""70-76 70-76"",""ヘヴィーアーマー上の特性"",""特性：たたき変化（倍半）"",""ヘヴィーアーマー上の縫いパワー""]"
"トレジャーコート上","防具","体上","50","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_toreja-ko-toe.html","[]","[]","[""100 40 50"",""60 50 60"",""50 40 100"",""トレジャーコート上の特性"",""特性：布復活（再生布）"",""トレジャーコート上の縫いパワー"",""縫いパワー：ふつう→？→弱い→最強""]"
"バトルドレス上","防具","体上","50","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_batorudoresuue.html","[[""108-116"",""108-116""],[""96-100"",""96-100""],[""76-84"",""76-84""]]","[""108-116"",""108-116"",""96-100"",""96-100"",""76-84"",""76-84""]","[""108-116 108-116"",""96-100 96-100"",""76-84 76-84"",""バトルドレス上の特性"",""特性：集中力変化（虹）"",""バトルドレス上の縫いパワー""]"
"ファントムマント","防具","体上","50","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_fantomumanto.html","[[""92-100"",""92-100""],[""110-115"",""110-115""],[""78-85"",""78-85""]]","[""92-100"",""92-100"",""110-115"",""110-115"",""78-85"",""78-85""]","[""92-100 92-100"",""110-115 110-115"",""78-85 78-85"",""ファントムマントの特性"",""特性：集中力変化（虹）"",""ファントムマントの縫いパワー""]"
"インテリローブ上","防具","体上","50","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_interiro-buue.html","[]","[]","[""70 40 70"",""65 55 65"",""100 40 100"",""インテリローブ上の特性"",""特性：集中力変化（虹）"",""インテリローブ上の縫いパワー"",""縫いパワー：ふつう→？→弱い→最強""]"
"魔剣士のよろい","防具","体上","50","","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_makenshinoyoroi.html","[]","[]","[""魔剣士のよろいの特性"",""魔剣士のよろいの縫いパワー""]"
"きじゅつしの服","防具","体上","42","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kijutsushinofuku.html","[]","[]","[""60 35 50"",""45 40 45"",""70 35 70"",""きじゅつしの服の特性"",""特性：集中力変化（虹）"",""きじゅつしの服の縫いパワー"",""縫いパワー：ふつう→最強→ふつう→弱い→ふつう→強い→最強→弱い→ふつう→弱い""]"
"げんぶの道着上","防具","体上","42","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_gembunodogiue.html","[[""50-60"",""50-60""],[""86-92"",""86-92""],[""90-102"",""90-102""]]","[""50-60"",""50-60"",""86-92"",""86-92"",""90-102"",""90-102""]","[""50-60 50-60"",""86-92 86-92"",""90-102 90-102"",""げんぶの道着上の特性"",""特性：メーター減少（戻り）"",""げんぶの道着上の縫いパワー""]"
